Symbol;Date;Price;Volume;Marketcap;FEDFUNDS;M2SLCHANGE;DOLLARINDEX
LTC;1.02.2020;70,82001757;6009767449;4531596557;1,58;0,33;98,13
LTC;1.03.2020;57,95668772;4317287191;3720790355;0,65;3,41;99,05
LTC;1.04.2020;39,38081279;3303999600;2536712327;0,05;6,33;99,02
LTC;1.05.2020;47,79170327;4581731065;3089051663;0,05;4,98;98,34
LTC;1.06.2020;48,12523141;3035652544;3121604529;0,08;1,61;97,39
LTC;1.07.2020;41,69924516;1220528740;2707814853;0,09;0,87;93,35
LTC;1.08.2020;61,29322579;3124975567;3993808114;0,1;0,36;92,14
LTC;1.09.2020;62,88279052;2717986649;4110169776;0,09;1,26;93,89
LTC;1.10.2020;46,31350634;2558851054;3037112538;0,09;0,83;94,04
LTC;1.11.2020;55,5876231;2045991010;3656933389;0,09;1,21;91,87
LTC;1.12.2020;85,43576677;9818290618;5638149878;0,09;0,81;89,94
LTC;1.01.2021;126,2303458;7326980728;8358909486;0,09;1,18;90,58
LTC;1.02.2021;131,951932;5607159828;8761704259;0,08;1,22;90,88
LTC;1.03.2021;175,2379054;4627257694;11666301506;0,07;1,16;93,23
LTC;1.04.2021;204,1125226;3871809467;13625003716;0,07;1,71;91,28
LTC;1.05.2021;276,8335202;3611805752;18479305895;0,06;1,33;90,03
LTC;1.06.2021;182,9806911;2965166592;12214402940;0,08;0,21;92,44
LTC;1.07.2021;137,5775276;1681324823;9183632148;0,1;0,76;92,17
