Symbol;Date;Price;Volume;Marketcap;FEDFUNDS;M2SLCHANGE;DOLLARINDEX
BTC;1.03.2017;1222,5;229056992;19794459608;0,79;0,46;100,35
BTC;1.04.2017;1080,5;289633984;17557597716;0,9;0,42;99,05
BTC;1.05.2017;1421,599976;713624000;23179524919;0,91;0,39;96,92
BTC;1.06.2017;2407,879883;1653180032;39407633763;1,04;0,16;95,63
BTC;1.07.2017;2434,550049;779913984;39980058373;1,15;0,42;92,86
BTC;1.08.2017;2718,26001;1324669952;44804603885;1,16;0,43;92,67
BTC;1.09.2017;4892,009766;2599079936;80905039782;1,15;0,35;93,08
BTC;1.10.2017;4403,740234;1208210048;73094870674;1,15;0,43;94,55
BTC;1.11.2017;6767,310059;2870320128;1,13E+11;1,16;0,24;93,05
BTC;1.12.2017;10975,59961;6783119872;1,83E+11;1,3;0,43;92,12
BTC;1.01.2018;13657,2002;10291200000;2,29E+11;1,41;0,07;89,13
BTC;1.02.2018;9170,540039;9959400448;1,54E+11;1,42;0,26;90,61
BTC;1.03.2018;10951;7317279744;1,85E+11;1,51;0,41;89,97
BTC;1.04.2018;6844,22998;4532100096;1,16E+11;1,69;0,13;91,84
BTC;1.05.2018;9119,009766;7713019904;1,55E+11;1,7;0,4;93,99
BTC;1.06.2018;7541,450195;4921460224;1,29E+11;1,82;0,43;94,64
BTC;1.07.2018;6385,819824;4788259840;1,09E+11;1,91;0,24;94,49
BTC;1.08.2018;7624,91;4797620000;1,31E+11;1,91;0,35;95,14
BTC;1.09.2018;7193,25;4116050000;1,24E+11;1,95;0,25;95,13
BTC;1.10.2018;6589,62;4000970000;1,14E+11;2,19;0,08;97,13
BTC;1.11.2018;6377,78;3789400000;1,11E+11;2,2;0,14;97,27
BTC;1.12.2018;4214,671932;5375314093;73346194969;2,27;0,85;96,17
BTC;1.01.2019;3843,519967;4324200990;67098634181;2,4;0,44;95,58
BTC;1.02.2019;3487,945387;5422926707;61088747491;2,4;0,24;96,16
BTC;1.03.2019;3859,583752;7661247975;67796965743;2,41;0,31;97,28
BTC;1.04.2019;4158,18307;10157794171;73269368747;2,42;0,19;97,48
BTC;1.05.2019;5402,697091;13679528236;95501110091;2,39;0,67;97,75
BTC;1.06.2019;8564,016472;22488303544;1,52E+11;2,38;0,81;96,13
BTC;1.07.2019;10583,13452;29378589324;1,88E+11;2,4;0,56;98,52
BTC;1.08.2019;10399,66942;17165337858;1,86E+11;2,13;0,55;98,92
BTC;1.09.2019;9757,970318;11445355859;1,75E+11;2,04;0,65;99,38
BTC;1.10.2019;8343,276681;15305343413;1,50E+11;1,83;0,9;97,35
BTC;1.11.2019;9261,104352;24324691031;1,67E+11;1,55;0,72;98,27
BTC;1.12.2019;7424,292265;18720708479;1,34E+11;1,55;0,47;96,39
BTC;1.01.2020;7200,174393;18565664997;1,31E+11;1,55;0,45;97,39
BTC;1.02.2020;9392,875368;25922656496;1,71E+11;1,58;0,33;98,13
BTC;1.03.2020;8562,45405;35349164300;1,56E+11;0,65;3,41;99,05
BTC;1.04.2020;6606,776268;40346426266;1,21E+11;0,05;6,33;99,02
BTC;1.05.2020;8864,766808;44068389997;1,63E+11;0,05;4,98;98,34
BTC;1.06.2020;10167,2681;35198901068;1,87E+11;0,08;1,61;97,39
BTC;1.07.2020;9228,32559;15971550355;1,70E+11;0,09;0,87;93,35
BTC;1.08.2020;11759,59277;26075670303;2,17E+11;0,1;0,36;92,14
BTC;1.09.2020;11970,47874;27311555343;2,21E+11;0,09;1,26;93,89
BTC;1.10.2020;10619,45191;40023134100;1,97E+11;0,09;0,83;94,04
BTC;1.11.2020;13737,10983;24453857900;2,55E+11;0,09;1,21;91,87
BTC;1.12.2020;18802,9983;49633658712;3,49E+11;0,09;0,81;89,94
BTC;1.01.2021;29374,15189;40730301359;5,46E+11;0,09;1,18;90,58
BTC;1.02.2021;33537,17682;61400400660;6,24E+11;0,08;1,22;90,88
BTC;1.03.2021;49631,24137;53891300112;9,25E+11;0,07;1,16;93,23
BTC;1.04.2021;59095,80798;61669163792;1,10E+12;0,07;1,71;91,28
BTC;1.05.2021;57828,05063;42836427360;1,08E+12;0,06;1,33;90,03
BTC;1.06.2021;36684,92452;34639423297;6,87E+11;0,08;0,21;92,44
BTC;1.07.2021;33572,11765;37838957079;6,29E+11;0,1;0,76;92,17
